TIME                     OPNAM  # OPS/SEC p50(ms) p95(ms) p99(ms)    pMax
2020-11-10T23:02:09.695Z write  1    62.0     3.0     3.9     5.0     5.0
2020-11-10T23:02:10.695Z  read  1   265.1     2.0     3.1     3.8     4.5
2020-11-10T23:02:10.695Z write  1    68.0     3.1     3.9     4.5     4.5
2020-11-10T23:02:11.695Z  read  1   253.9     2.0     3.3     4.1     5.5
2020-11-10T23:02:11.695Z write  1    79.0     3.1     4.1     6.3     6.3
2020-11-10T23:02:12.696Z  read  1   272.8     2.0     3.3     4.5     5.0
2020-11-10T23:02:12.696Z write  1    61.0     3.1     4.5     5.2     5.2
2020-11-10T23:02:13.695Z  read  1   256.3     2.0     3.3     4.5     8.9
2020-11-10T23:02:13.695Z write  1    77.1     3.3     4.7     4.7     4.7
2020-11-10T23:02:14.695Z  read  1   272.0     2.0     3.1     4.2     5.0
2020-11-10T23:02:14.695Z write  1    60.0     3.3     4.2     4.7     4.7
2020-11-10T23:02:15.695Z  read  1   261.9     2.0     3.9     6.6    10.0
2020-11-10T23:02:15.695Z write  1    71.0     3.1     5.0    10.0    10.0
2020-11-10T23:02:16.695Z  read  1   263.9     2.0     3.8     6.8    10.0
2020-11-10T23:02:16.695Z write  1    70.0     3.4     5.2     8.9     8.9
2020-11-10T23:02:17.695Z  read  1   269.0     2.0     3.0     4.7     9.4
2020-11-10T23:02:17.695Z write  1    63.0     3.3     4.2     4.7     4.7
2020-11-10T23:02:18.695Z  read  1   271.1     2.0     3.1     4.5     5.0
2020-11-10T23:02:18.695Z write  1    62.0     3.1     4.5     6.3     6.3
2020-11-10T23:02:19.695Z  read  1   274.0     2.0     3.1     4.5     6.8
2020-11-10T23:02:19.695Z write  1    59.0     3.3     5.0     5.5     5.5
2020-11-10T23:02:20.695Z  read  1   276.0     2.0     3.1     3.7     4.5
2020-11-10T23:02:20.695Z write  1    57.0     3.1     4.2     5.0     5.0
2020-11-10T23:02:21.695Z  read  1   277.0     2.0     3.3     5.0    11.0
2020-11-10T23:02:21.695Z write  1    57.0     3.1     4.5     6.0     6.0
2020-11-10T23:02:22.696Z  read  1   255.8     2.0     3.4     6.0     8.1
2020-11-10T23:02:22.696Z write  1    75.9     3.3     5.2    12.1    12.1
2020-11-10T23:02:23.695Z  read  1   274.1     2.0     3.5     5.0     5.5
2020-11-10T23:02:23.695Z write  1    59.0     3.1     4.2     5.2     5.2
2020-11-10T23:02:24.695Z  read  1   264.2     2.0     3.3     3.7     3.8
2020-11-10T23:02:24.695Z write  1    69.0     3.3     4.5     4.7     4.7
2020-11-10T23:02:25.695Z  read  1   277.0     2.0     3.3     6.3    12.1
2020-11-10T23:02:25.695Z write  1    56.0     3.1     4.1     4.5     4.5
2020-11-10T23:02:26.695Z  read  1   280.0     2.1     3.1     3.7     7.6
2020-11-10T23:02:26.695Z write  1    53.0     3.0     4.1     4.2     4.2
2020-11-10T23:02:27.695Z  read  1   267.9     2.0     3.0     3.7     3.8
2020-11-10T23:02:27.695Z write  1    65.0     3.0     4.7     5.5     5.5
2020-11-10T23:02:28.695Z  read  1   257.1     2.0     3.1     3.9     5.5
2020-11-10T23:02:28.695Z write  1    76.0     3.1     4.7     7.6     7.6
2020-11-10T23:02:29.695Z  read  1   271.8     2.0     3.3     4.7    10.5
2020-11-10T23:02:29.695Z write  1    61.0     3.0     4.1     8.1     8.1
2020-11-10T23:02:30.695Z  read  1   267.1     2.0     3.4     4.2     6.8
2020-11-10T23:02:30.695Z write  1    66.0     3.0     3.9     4.2     4.2
2020-11-10T23:02:31.695Z  read  1   274.1     2.0     3.0     3.5     6.8
2020-11-10T23:02:31.695Z write  1    59.0     3.1     5.5    11.0    11.0
2020-11-10T23:02:32.695Z  read  1   264.9     2.0     3.1     3.7     3.9
2020-11-10T23:02:32.695Z write  1    68.0     3.1     4.7     5.8     5.8
2020-11-10T23:02:33.695Z  read  1   263.9     2.0     3.4     4.2     5.0
2020-11-10T23:02:33.695Z write  1    69.0     3.1     4.1     7.1     7.1
2020-11-10T23:02:34.695Z  read  1   261.2     2.0     3.3    29.4    33.6
2020-11-10T23:02:34.695Z write  1    64.0     3.1     5.2    10.5    10.5
2020-11-10T23:02:35.695Z  read  1   275.9     2.0     3.1     3.4     3.5
2020-11-10T23:02:35.695Z write  1    57.0     3.3     3.9     4.1     4.1
2020-11-10T23:02:36.695Z  read  1   268.0     2.0     3.3     3.8     4.2
2020-11-10T23:02:36.695Z write  1    65.0     3.3     4.2     4.5     4.5
2020-11-10T23:02:37.695Z  read  1   269.0     2.0     3.4     3.8     7.1
2020-11-10T23:02:37.695Z write  1    64.0     3.3     4.5     8.1     8.1
2020-11-10T23:02:38.696Z  read  1   273.7     2.0     3.4     4.7     5.5
2020-11-10T23:02:38.696Z write  1    59.9     3.3     4.2     4.7     4.7
2020-11-10T23:02:39.695Z  read  1   259.2     2.0     3.0     3.5     3.9
2020-11-10T23:02:39.695Z write  1    73.1     3.3     4.2     4.5     4.5
2020-11-10T23:02:40.695Z  read  1   280.1     2.0     3.1     3.9     6.0
2020-11-10T23:02:40.695Z write  1    53.0     3.3     4.1     4.5     4.5
2020-11-10T23:02:41.695Z  read  1   270.0     2.0     3.1     3.7     3.8
2020-11-10T23:02:41.695Z write  1    64.0     3.3     4.1     6.0     6.0
2020-11-10T23:02:42.695Z  read  1   268.0     2.0     3.1     3.7     3.8
2020-11-10T23:02:42.695Z write  1    65.0     3.3     4.2     5.2     5.2
2020-11-10T23:02:43.695Z  read  1   264.0     2.0     3.3     5.8    12.1
2020-11-10T23:02:43.695Z write  1    68.0     3.1     4.5     6.0     6.0
2020-11-10T23:02:44.695Z  read  1   264.0     2.0     3.3     4.5     8.1
2020-11-10T23:02:44.695Z write  1    69.0     3.1     4.5    12.6    12.6
2020-11-10T23:02:45.696Z  read  1   262.8     2.0     3.3     3.8     3.8
2020-11-10T23:02:45.696Z write  1    70.9     3.0     4.2     4.5     4.5
2020-11-10T23:02:46.695Z  read  1   263.2     2.0     3.4     5.0    10.0
2020-11-10T23:02:46.695Z write  1    69.1     3.1     5.0    11.5    11.5
2020-11-10T23:02:47.695Z  read  1   263.0     2.0     3.1     3.7     3.8
2020-11-10T23:02:47.695Z write  1    70.0     3.0     3.9     4.5     4.5
2020-11-10T23:02:48.696Z  read  1   258.9     2.0     3.4     4.7     5.0
2020-11-10T23:02:48.696Z write  1    74.0     3.3     4.2     5.0     5.0
2020-11-10T23:02:49.695Z  read  1   266.1     2.0     3.5     4.5     8.1
2020-11-10T23:02:49.695Z write  1    68.0     3.1     3.9     4.5     4.5
